title,originallink,link,description,pubDate,corp_name,E,S,G,value
"한미약품, 유럽 종양 학회서 '항암신약' 치료효과 발표",http://www.inews24.com/view/1406154,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=031&aid=0000625285,한미약품 항암 혁신신약 '벨바라페닙'의 우수한 병용 요법 치료 효과가 임상을 통해 확인됐다. 또한 미국 스펙트럼에 기술수출 된 항암신약 '포지오티닙'의 우수성도 입증됐다. 한미약품은 16일부터 21일까지...,"Thu, 23 Sep 2021 14:21:00 +0900",한미약품,0,0,0,0
"'달라진' 롯데, 미래형 기업 탈바꿈 속도…신사업 조직 잇단 신설",https://www.news1.kr/articles/?4442145,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=421&aid=0005618489,롯데지주 커뮤니케이션실 산하에 브랜드경영TF 조직을 신설했다. 정기적인 회의를 통해 주요 브랜드 정책을 공유하는 동시에 통합 브랜드 지표를 개발한다. 디자인경영센터도 신설했다. 초대 센터장으로 카이스트...,"Fri, 24 Sep 2021 09:29:00 +0900",롯데지주,0,0,0,0
"""배상민을 보라""… 롯데 '디자인 경영' 시동",http://biz.newdaily.co.kr/site/data/html/2021/09/24/2021092400067.html,http://biz.newdaily.co.kr/site/data/html/2021/09/24/2021092400067.html,"앞서 지난 6월 롯데는 롯데지주 커뮤니케이션실 산하에 브랜드경영 조직을 신설했다. 정기적인 회의를 통해 주요 브랜드 정책을 공유하고, 통합 브랜드 지표를 개발하는 등 브랜드 전략 및 정책을 공유하는 동시에 통합...","Fri, 24 Sep 2021 12:12:00 +0900",롯데지주,0,0,1,0
"‘변화‧혁신’ 힘주는 롯데, 미래먹거리 발굴 총력",https://www.dailian.co.kr/news/view/1035436/?sc=Naver,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=119&aid=0002532339,"롯데는 지난 6월, 롯데지주 커뮤니케이션실 산하에 브랜드경영 조직을 신설했다. 기존 롯데지주, BU(Business Unit)등3개 조직에서 담당하던 브랜드 관련 업무를 브랜드경영TF에서 통합 운영한다. 브랜드경영TF는 BU및...","Fri, 24 Sep 2021 09:26:00 +0900",롯데지주,0,0,1,0
"[특징주]신풍제약·신풍제약우 주가 하락세, 외인·기관 매도세",http://www.gukjenews.com/news/articleView.html?idxno=2314813,http://www.gukjenews.com/news/articleView.html?idxno=2314813,"신풍제약·신풍제약우 주가 하락세, 외인·기관 매도세(사진=신풍제약 CI) 신풍제약, 신풍제약우 주가가 연일 하락세다. 24일 오전 10시 47분 기준 신풍제약은 전 거래일 대비 1.39% 하락한 6만 4000원에 신풍제약우는 0.22...","Fri, 24 Sep 2021 10:50:00 +0900",신풍제약,0,0,0,0
"신풍제약, 주가 또 하락…외인·기관 팔아치워",http://www.pinpointnews.co.kr/view.php?ud=202109240925036180cd1e7f0bdf_45,http://www.pinpointnews.co.kr/view.php?ud=202109240925036180cd1e7f0bdf_45,신풍제약의 주가가 하락세다. 24일 오전 신풍제약 주가는 전 거래일보다 0.62% 내린 6만4500원에 거래되고 있다. 기관과 외국인 모두 매도우위다. 이날 장 시작 20여분 만에 기관은 신풍제약의 주식 3억2000만 원...,"Fri, 24 Sep 2021 09:27:00 +0900",신풍제약,0,0,0,0
[특징주] 신풍제약·신풍제약우 하락 '피라맥스 기대감 영향 감소',http://www.sisamagazine.co.kr/news/articleView.html?idxno=403146,http://www.sisamagazine.co.kr/news/articleView.html?idxno=403146,"특징주(출처=시사매거진 DB) 신풍제약, 신풍제약우 주가가 하락세다. 23일 기준 신풍제약은 1.07% 하락한 6만 4900원에, 신풍제약우는 1.42% 하락한 9만 500원에 거래를 마감했다. 이는 피라맥스 임상 기대감의 영향이...","Thu, 23 Sep 2021 15:46:00 +0900",신풍제약,0,0,0,0
"한국전력, 요금인상에도 실적 악화 우려-메리츠증권",http://www.inews24.com/view/1406359,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=031&aid=0000625414,"메리츠증권은 24일 한국전력에 대해 8년 만의 전력요금 인상을 결정했지만, 석탄 가격 상승으로 인해 실적 악화 우려가 여전하다고 지적했다. 한국전력은 4분기 적용 연료비 조정단가를 전분기 대비 3.0원/kWh 상향한 0.0원...","Fri, 24 Sep 2021 08:57:00 +0900",메리츠증권,0,0,0,0
"알엔투테크놀로지, 5G 투자 확대에 따른 성장세 지속 -메리츠",http://www.edaily.co.kr/news/newspath.asp?newsid=01279206629183400,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=018&aid=0005043431,"메리츠증권은 24일 알엔투테크놀로지(148250)에 대해 국내에서 유일한 저온동시소성 세라믹(LTCC) 소재 관련 원천기술을 확보한 만큼 글로벌 5G 투자 확대, 무선통신과 배터리 등의 영역에서 수혜가 가능할 것이라고...","Fri, 24 Sep 2021 07:45:00 +0900",메리츠증권,0,0,0,0
메리츠증권 韓∙美 물가 연동 국채 추종 ETN 4종 '주목',http://www.sisaon.co.kr/news/articleView.html?idxno=131793,http://www.sisaon.co.kr/news/articleView.html?idxno=131793,메리츠증권 제공 국내외 인플레이션 압력이 가중되는 가운데 메리츠증권은 투자자들이 대비할 수 있도록 미국·한국 물가 연동 국채를 추종하는 ETN 4종 상품을 23일 소개했다. 메리츠증권은 지난 6월 국내 상장...,"Thu, 23 Sep 2021 11:30:00 +0900",메리츠증권,0,0,0,0
"NH證 ""대한항공, 하반기 화물 운임 강세…목표가↑""",http://www.newsis.com/view/?id=NISX20210923_0001590326&cID=10403&pID=15000,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=003&aid=0010732021,NH투자증권은 23일 대한항공에 대해 하반기 화물 운임 강세로 올해 영업이익이 더 늘어날 것이라고 분석했다. 투자의견은 매수로 유지하고 목표주가는 4만3500원으로 상향 조정했다. 정연승 NH투자증권 연구원은...,"Thu, 23 Sep 2021 08:11:00 +0900",NH투자증권,0,0,0,0
"NH투자증권 ""2천억 규모 유상증자 결정된 바 없어""",https://www.dailian.co.kr/news/view/1035342/?sc=Naver,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=119&aid=0002532240,"NH투자증권이 유상증자를 추진할 것이라는 보도에 대해 결정된 사항이 없다고 해명했다. NH투자증권은 23일 '풍문 또는 보도에 대한 해명' 공시를 내고 ""증자관련 다양한 검토를 진행 중이나 아직 구체적으로 결정된...","Thu, 23 Sep 2021 16:39:00 +0900",NH투자증권,0,0,1,0
"한화시스템, 3600억 규모 軍 위성용 망제어시스템·단말기 양산",http://www.fnnews.com/news/202109151441311860,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=014&aid=0004709610,한화시스템은 방위사업청과 약 3600억원 규모의 ‘군위성통신체계-II 망제어 시스템 및 지상단말기 양산’ 계약을 체결했다고 15일 밝혔다. 2024년 3월까지 휴대용 단말기∙운반용 단말기∙망제어시스템을 양산해 전력화할...,"Wed, 15 Sep 2021 14:47:00 +0900",한화시스템,0,0,0,0
K-수소 동맹 중심에 '두산'이 있다…기술력 어떻길래,http://news.mt.co.kr/mtview.php?no=2021091714384329356,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=008&aid=0004647704,수소연료전지 사업강화를 위해 ㈜두산에서 분할돼 별도 법인으로 출범한 두산퓨얼셀은 현대자동차와 '수소연료전지를 활용한 마이크로그리드용 분산발전' 구축에 손을 잡았다. 분산발전은 전력소비 지역 인근에서...,"Thu, 23 Sep 2021 07:03:00 +0900",두산퓨얼셀,1,0,0,1
"두산, 세계 첫 수소드론 생산 성공…산림 감시·인명 구조 등 활용",https://www.hankyung.com/economy/article/2021092279921,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=015&aid=0004607047,수소연료전지 발전 분야에선 두산퓨얼셀이 독보적인 기술력으로 국내 시장을 주도하고 있다. 인산형연료전지(PAFC)를 주력으로 생산하는 두산퓨얼셀은 최근 3년 연속 신규 수주액 1조원을 달성했다. 2023년엔 매출...,"Wed, 22 Sep 2021 16:22:00 +0900",두산퓨얼셀,1,0,0,1
"일진머티리얼즈 유럽 북미로, 양점식 대만기업 제치고 동박 세계 1위로",https://www.businesspost.co.kr/BP?command=article_view&num=251213,https://www.businesspost.co.kr/BP?command=article_view&num=251213,양점식 일진머티리얼즈 대표이사가 전기차배터리 성장에 따라 급증하는 동박 수요에 대응하기 위해 조만간 유럽과 북미 동시 진출을 가시화할 것으로 보인다. 양 대표가 유럽과 미국에 모두 생산시설을 지어...,"Wed, 22 Sep 2021 08:28:00 +0900",일진머티리얼즈,0,0,0,0
"일진머티리얼즈ㆍ일진하이솔루스 ""국세청 세무조사 사실무근""",http://www.fnnews.com/news/202109171556169231,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=014&aid=0004711043,"일진머티리얼즈와 일진하이솔루스가 일각에서 제기되고 있는 국세청 세무조사와 관련해 ""사실무근""이라며 강력하게 부인했다. 일진머티리얼즈와 일진하이솔루스 고위관계자는 17일 ""국세청 현장 조사를 받은 사실이 없다...","Fri, 17 Sep 2021 15:58:00 +0900",일진머티리얼즈,0,0,1,0
"[더벨][일진그룹 수소·전기차 굴기]거버넌스 개편 종착점, 계열분리 나설까",http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=202109151506271320105222,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=202109151506271320105222,2세경영체제로 전환한 뒤 장남과 차남은 각각 일진하이솔루스와 일진머티리얼즈를 그룹 내 핵심계열사로 키우며 그룹 내 각자의 입지를 다져왔다. 두 계열사 간 사업연관성도 적어 계열분리는 시간 문제라는 관측이...,"Fri, 24 Sep 2021 08:22:00 +0900",일진머티리얼즈,0,0,1,0
신라스테이에서 1000시간…호텔신라 3억원 경품혜택 쏜다,http://news.mt.co.kr/mtview.php?no=2021091315022748275,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=008&aid=0004644428,호텔신라는 3억1000만원 상당의 경품혜택을 제공하는 '온 유어 신라스테이 시즌4' 이벤트를 진행한다고 13일 밝혔다. 올해로 4번째를 맞는 이번 행사는 패키지 이용객 중 195명을 추첨해 진행한다. 패키지는 다음달...,"Mon, 13 Sep 2021 15:14:00 +0900",호텔신라,0,0,0,0
‘바닥 지났다’는데 외국인은 열흘 넘게 내다 판 호텔신라…증권가는 “반등...,https://biz.chosun.com/stock/stock_general/2021/09/14/A3GOO226QVAWXACTKMZO272LPU/?utm_source=naver&utm_medium=original&utm_campaign=biz,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=366&aid=0000761080,"면세점 영업이익 증가 추세 긍정적 목표주가는 13만원대까지 올라 외국인 투자자가 열흘 넘게 호텔신라(008770)를 순매도하고 있는 것으로 나타났다. 코로나 델타 변이 바이러스의 확산으로 여행, 레저 업계의 업황...","Tue, 14 Sep 2021 11:30:00 +0900",호텔신라,0,0,0,0
"2년뒤 9조원 시장 라이브커머스… GS리테일, 제작 대행 나선다",https://biz.chosun.com/distribution/channel/2021/09/23/4H6K65BJHBGO7C64UZD2IAGRNE/?utm_source=naver&utm_medium=original&utm_campaign=biz,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=366&aid=0000762268,"라이브커머스 방송 제작 서비스 ‘문래라이브’ 가동 허연수號 GS리테일, 홈쇼핑과 합병 시너지 본격화 GS리테일이 유통업계의 화두로 떠오른 라이브커머스(실시간 모바일 생방송으로 제품을 판매하는 것) 제작 대행...","Thu, 23 Sep 2021 15:26:00 +0900",GS리테일,0,0,0,0
"GS리테일, 중소 협력사 ‘ESG역량 강화 프로그램’ 추진",http://www.fnnews.com/news/202109220935596825,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=014&aid=0004712073,GS리테일은 중소 협력사가 참여하는 'ESG 역량 강화 프로그램'을 본격화 한다고 22일 밝혔다. 'ESG 프로그램'은 중소 협력사의 ESG 경영 체계 확립 및 역량 강화를 지원하는 교육 사업이다. 전 세계적 화두인 ‘ESG’ 경영...,"Wed, 22 Sep 2021 09:40:00 +0900",GS리테일,1,1,1,1
"GS리테일, 중소 협력사 400곳 대상 ESG 강좌",http://www.newsis.com/view/?id=NISX20210922_0001589885&cID=13001&pID=13000,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=003&aid=0010731039,기사내용 요약비대면 강좌로 진행…올해 말까지 진행 GS리테일은 올해 말까지 중소 협력사를 위한 'ESG 역량 강화 프로그램' 비대면 강좌를 진행한다고 22일 밝혔다. GS리테일과 협력하는 중소기업 경영 체계 확립과...,"Wed, 22 Sep 2021 10:09:00 +0900",GS리테일,1,1,1,1
"기계 상장기업 9월 브랜드평판…1위 두산중공업, 2위 현대로템, 3위 씨에스윈...",http://www.pinpointnews.co.kr/view.php?ud=202109201720175848f090c8dbcb_45,http://www.pinpointnews.co.kr/view.php?ud=202109201720175848f090c8dbcb_45,"한국기업평판연구소, 기계 상장기업 브랜드평판 빅데이터 분석 결과 기계 상장기업 브랜드평판 2021년 9월 빅데이터 분석결과, 1위 두산중공업 2위 현대로템 3위 씨에스윈드 순으로 분석됐다....","Mon, 20 Sep 2021 17:25:00 +0900",씨에스윈드,0,0,0,0
"두산중공업 ‘기계 기업브랜드평판’ 1위, 현대로템-씨에스윈드-두산밥캣-두산...",https://www.cnbnews.com/news/article.html?no=511327,https://www.cnbnews.com/news/article.html?no=511327,"▲ CNB,씨앤비,시앤비,CNB뉴스,씨앤비뉴스 한국기업평판연구소 제공 기계 상장기업 브랜드평판 9월 빅데이터 분석결과 1위 두산중공업, 2위 현대로템, 3위 씨에스윈드 순으로 나타났다. 한국기업평판연구소는 기계...","Sun, 19 Sep 2021 10:26:00 +0900",씨에스윈드,0,0,0,0
'3분기 깜짝실적 후보' OCI·현대제철 찍었다,https://www.hankyung.com/finance/article/202109172628i,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=015&aid=0004606292,OCI·두산퓨얼셀·롯데케미칼 등 주목 17일 이정빈 신한금융투자 퀀트 애널리스트는 올해 3분기 ‘어닝... 가장 관심을 둘 만한 업체로는 폴리실리콘 제조업체 OCI를 꼽았다. 폴리실리콘은 태양광 발전에 사용되는...,"Fri, 17 Sep 2021 13:58:00 +0900",OCI,0,0,0,0
"현대차그룹, 美 CPS에너지·OCI솔라파워와 배터리 재사용 사업 MOU",http://news.mk.co.kr/newsRead.php?no=889308&year=2021,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=103&oid=009&aid=0004852698,CPS에너지·OCI솔라파워와 손잡고 전기차 배터리 재사용 에너지저장장치(ESS)를 활용한 전력공급에 나선다고 14일(현지시간) 밝혔다. 이날 현대차그룹은 미국 CPS에너지·OCI솔라파워와 함께 '전기차 배터리 재사용 ESS...,"Wed, 15 Sep 2021 09:39:00 +0900",OCI,1,0,0,1
"[Pangyo Tech] SK케미칼, 지속가능경영보고서 美 LACP 비전 어워드 '금상'",http://kr.aving.net/news/view.php?articleId=1637896&Branch_ID=kr&rssid=naver&mn_name=news,http://kr.aving.net/news/view.php?articleId=1637896&Branch_ID=kr&rssid=naver&mn_name=news,SK케미칼 LACP 비전 어워드 금상 인증서 | 제공-SK케미칼 SK케미칼(대표 김철)은 '2020 LACP 비전 어워드'에서 7월 발행한 지속가능경영 보고서가 금상을 수상했다고 지난 15일 밝혔다. LACP 비전 어워드는 세계적 PR 및...,"Thu, 23 Sep 2021 18:12:00 +0900",SK케미칼,1,1,1,1
"SK바사, 의무보유해제 물량에 5% 급락",https://daily.hankooki.com/lpage/finance/202109/dh20210923172404148310.htm?s_ref=nv,https://daily.hankooki.com/lpage/finance/202109/dh20210923172404148310.htm?s_ref=nv,최대주주 SK케미칼이 보유한 5235만주(지분율 68.43%)도 의무보유기간을 만료해 이날부터 시장에서 거래가 가능하게 됐다. 추석 연휴 기간 SK바이오사이언스를 비롯해 코스닥 시장에서는 8개 기업 등 총 9개...,"Thu, 23 Sep 2021 17:26:00 +0900",SK케미칼,0,0,0,0
"키움증권 ""한국전력, 8년 만에 전기요금 인상 주목""",http://www.newsis.com/view/?id=NISX20210924_0001591746&cID=10401&pID=10400,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=003&aid=0010734218,"키움증권은 한국전력(015760)에 대해 8년 만의 전기요금 인상에 주목했다. 목표주가와 투자의견은 제시하지 않았다. 이종형 키움증권 연구원은 24일 ""인상폭은 올해 상반기 평균 요금은 104.9원/kWH 대비 2.9%로 지난...","Fri, 24 Sep 2021 09:03:00 +0900",키움증권,0,0,0,0
"한국전력, 전기요금 인상에도 실적 개선되려면 추가인상 있어야 [키움증권]",http://www.ajunews.com/view/20210924082442340,http://www.ajunews.com/view/20210924082442340,양성모 기자 paperkiller@ajunews.com 키움증권은 한국전력에 대해 8년만의 전기요금 인상에도 실적개선을 위해서라면 추가요금인상과 연료비 가격 하락이 이뤄져야 한다고 전했다. 이종형 키움증권 연구원은 24일...,"Fri, 24 Sep 2021 08:32:00 +0900",키움증권,0,0,0,0
"한국전력, 8년만 전기요금 인상…실적 정상화엔 추가 인상 필요-키움",http://www.edaily.co.kr/news/newspath.asp?newsid=01226726629183400,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=018&aid=0005043414,"키움증권은 24일 한국전력(015760)이 8년 만에 처음으로 전기요금을 인상해 주가나 실적 측면에서 긍정적이라고 평가했다. 투자의견은 시장 수익률(Marketperform), 목표주가는 기존 2만 6000원을 각각 유지했다....","Fri, 24 Sep 2021 07:37:00 +0900",키움증권,0,0,0,0
"[단독] ""대우건설 매각 문제 있다""…금융위, 산은에 경고",http://www.edaily.co.kr/news/newspath.asp?newsid=01148006629183400,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=018&aid=0005043378,금융위원회가 ‘특혜·졸속 매각’ 논란을 부른 대우건설(047040) 매각에 문제가 있다고 보고 산업은행에 경고조치를 내린 것으로 알려졌다. 법적 문제는 아니더라도 매각 절차에 있어 공정성과 투명성을 개선해야...,"Fri, 24 Sep 2021 05:31:00 +0900",대우건설,0,0,1,2
금융위 “대우건설 매각 공정성 의심”…산업은행에 경고 조치,http://thepublic.kr/news/newsview.php?ncode=1065578228269213,http://thepublic.kr/news/newsview.php?ncode=1065578228269213,"재입찰 논란 등 대우건설 매각을 두고 특혜 의혹이 커지고 있는 가운데, 금융위원회가 산업은행에 경고조치를 내린 것으로 전해졌다. 23일 >이데일리<의 단독보도에 따르면, 금융위원회는 산업은행과 KDBI를 상대로...","Fri, 24 Sep 2021 11:51:00 +0900",대우건설,0,0,1,2
"[오늘Who] 대우건설 노량진5구역 따내나, 김형 도시정비 신기록 눈앞",https://www.businesspost.co.kr/BP?command=article_view&num=251330,https://www.businesspost.co.kr/BP?command=article_view&num=251330,김형 대우건설 대표이사 사장이 도시정비 수주 신기록 달성에 고삐를 죄고 있다. 대우건설이 서울 동작구 노량진5구역과 경기도 과천 주공5단지 등 입찰을 준비하고 있는 도시정비사업 수주에 성공하면 2017년 2조8794억...,"Thu, 23 Sep 2021 15:44:00 +0900",대우건설,0,0,0,0
한국항공우주산업에 우려의 시선 쏠리는 이유는,http://www.segye.com/content/html/2021/09/24/20210924504286.html?OutUrl=naver,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=022&aid=0003622230,"KF-21 ‘보라매’ 전투기 개발사인 한국항공우주산업(KAI)에 대한 불확실성이 커지고 있다. 국내 주요 방위산업체의 주가는 상승하고 있지만, KAI의 주가는 반등하지 못하는 모양새다. 24일 증권가 등에 따르면, 23일...","Fri, 24 Sep 2021 11:02:00 +0900",한국항공우주,0,0,0,0
[여의도 주식왕 투자전략22] '엔시스 vs 한국항공우주 vs 원바이오젠' 여의도...,https://news.mtn.co.kr/newscenter/news_viewer.mtn?gidx=2021092408164284534,https://news.mtn.co.kr/newscenter/news_viewer.mtn?gidx=2021092408164284534,"어드바이저 한국항공우주(047810) - 항공기ㆍ우주선 관련 사업 영위 - 군수 사업, 대부분 내수로 구성 - 항공기 정비ㆍ개조 담당 MRO 사업자 ▶ 임광빈 어드바이저 원바이오젠(307280) - 개별 이슈 보유 종목군 관심 필요...","Fri, 24 Sep 2021 09:04:00 +0900",한국항공우주,0,0,0,0
"가상모델 '루시' 키우는 롯데홈쇼핑, 메타버스 마케팅 선도할까",http://news.tf.co.kr/read/economy/1889340.htm,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=629&aid=0000107235,"롯데쇼핑이 메타버스 비즈니스 사업에 공을 들이는 이유는 최근의 메타버스·버추얼휴먼 등 산업 전반으로 빠르게 확산하는 가상세계 열풍이 한몫을 차지한다. 코로나19로 비대면이 일상화되면서 회사 회의, 채용설명회...","Thu, 23 Sep 2021 15:00:00 +0900",롯데쇼핑,0,0,0,0
롯데쇼핑 '플랜 B'는 오프라인 매장 혁신,http://www.ajunews.com/view/20210917100519205,http://www.ajunews.com/view/20210917100519205,[사진 = 롯데쇼핑 제공] 고강도 구조조정을 통해 '군살 빼기'에 돌입했던 롯데쇼핑이 오프라인 매장의 혁신으로 사업 방향을 틀었다. 점포를 정리하는 대신 체험형 매장을 강화해 소비력이 큰 'MZ세대'를 공략하기...,"Thu, 23 Sep 2021 06:02:00 +0900",롯데쇼핑,0,0,0,0
"섬유의류 상장기업 9월 브랜드평판…F&F, 효성티앤씨, 덕성 順",http://www.pinpointnews.co.kr/view.php?ud=202109241005361564f090c8dbcb_45,http://www.pinpointnews.co.kr/view.php?ud=202109241005361564f090c8dbcb_45,"한국기업평판연구소, 섬유의류 상장기업 브랜드평판 빅데이터 분석 결과 섬유의류 상장기업 브랜드평판 2021년 9월 빅데이터 분석결과, 1위는F&F가 차지한 가운데 효성티앤씨와 덕성이 각각 2위와 3위를...","Fri, 24 Sep 2021 10:09:00 +0900",효성티앤씨,0,0,0,0
"F&F, 섬유의류 상장기업 브랜드평판 2021년 9월... 1위",http://www.beyondpost.co.kr/view.php?ud=20210924093740112846a9e4dd7f_30,http://www.beyondpost.co.kr/view.php?ud=20210924093740112846a9e4dd7f_30,"한국기업평판연구소 빅데이터 분석결과...2위 효성티앤씨, 3위 덕성 2021년 9월 섬유의류 상장기업 브랜드평판 빅데이터 분석결과 1위 F&F, 2위 효성티앤씨, 3위 덕성 순으로 분석되었다....","Fri, 24 Sep 2021 09:41:00 +0900",효성티앤씨,0,0,0,0
탄소섬유 생산 1조 투자·충전소 건립… “친환경은 프리미엄 브랜드 필수”,http://www.munhwa.com/news/view.html?no=2021092301033103353001,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=021&aid=0002486343,효성티앤씨는 지난 1∼3일 서울 강남 코엑스에서 열린 ‘2021년 프리뷰인서울(PIS)’에 참가해 친환경 섬유소재 선도기업으로서의 위상을 선보였다. 이번 전시회에서 효성티앤씨는 친환경 가치소비와 이색경험을...,"Thu, 23 Sep 2021 10:41:00 +0900",효성티앤씨,1,0,0,1
"CJ올리브영, 올 가을 '착붙 메이크업' 트렌드 제안…""최대 60% 할인""",https://www.news1.kr/articles/?4442103,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=421&aid=0005618403,CJ올리브영이 올 가을 '착붙' 메이크업 아이템을 한 눈에 만나볼 수 있는 프로모션을 펼친다. CJ올리브영은 오는 25일부터 27일까지 3일간 전국 매장과 공식 온라인몰에서 CJ 원 멤버십 회원을 대상으로 최대 60% 할인하는...,"Fri, 24 Sep 2021 08:58:00 +0900",CJ,0,0,0,0
명절연휴 빈집털이가 사라졌다?…코로나 집콕의 역설,http://www.edaily.co.kr/news/newspath.asp?newsid=01394006629181760,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=018&aid=0005041340,(사진=연합뉴스)앞선 설 연휴를 앞둔 지난 2월 8일 종합 안심솔루션기업 에스원의 범죄예방연구소가 약... 에스원의 범죄예방연구소는 지난 설 연휴 전 빈집털이 범죄를 분석한 결과 자정부터 오전 6시 시간대가 전체...,"Sun, 19 Sep 2021 12:31:00 +0900",에스원,0,0,0,0
에스원 中企 랜섬웨어 예방부터 피해 복구까지 돕는다,http://www.newsis.com/view/?id=NISX20210909_0001577564&cID=13001&pID=13000,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=003&aid=0010711367,"기사내용 요약피해 기업에 보상금 지원 서비스도 에스원은 중소기업의 랜섬웨어 피해 예방부터 지원까지... 에스원 랜섬웨어 예방을 위해 지난해부터 '안티 랜섬웨어 솔루션', '문서 중앙화 솔루션'과 같은 플랫폼 기반의...","Thu, 09 Sep 2021 14:29:00 +0900",에스원,0,0,0,0
"에스원, 中企 랜섬웨어 피해 급증에 솔루션 인기",http://news.mk.co.kr/newsRead.php?no=870310&year=2021,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=009&aid=0004850100,"서비스도 에스원, 안티 랜섬웨어 솔루션 인기 끌며 전년 대비 20% 성장 이뤄 종합 안심솔루션 회사 에스원(사장 노희찬)이 늘어나는 중소기업의 랜섬웨어 피해 방지를 위해 예방부터 피해지원까지 가능한 솔루션을 새롭게...","Thu, 09 Sep 2021 11:17:00 +0900",에스원,0,0,0,0
"BGF리테일, 재난지원금 수혜에 하반기 안정적 성장 예상-한화證",http://www.fnnews.com/news/202109240802161098,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=014&aid=0004713095,한화투자증권은 24일 BGF리테일에 대해 하반기에도 안정적인 성장을 보이겠다며 투자의견 '매수'와 목표주가 22만원을 유지했다. 남성현 한화투자증권 연구원은 이날 BGF리테일의 3·4분기 매출액과 영업이익을 각각 전년...,"Fri, 24 Sep 2021 08:12:00 +0900",BGF리테일,0,0,0,0
"BGF리테일, 하반기 신입사원 두 자릿수 공개 채용",http://www.newsis.com/view/?id=NISX20210923_0001590323&cID=13001&pID=13000,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=003&aid=0010732057,"기사내용 요약9월27일~10월7일 5개 직군 등 두 자릿수 모집 27일 제주, 28일 전남, 29일 전북 현장 채용설명회 BGF리테일이 오는 27일부터 2021년 하반기 신입사원 공개 채용에 나선다고 23일 밝혔다. 채용은 서류 전형...","Thu, 23 Sep 2021 08:42:00 +0900",BGF리테일,0,1,0,1
"BGF리테일, 실적 안정적 성장 기대-한화",https://daily.hankooki.com/lpage/finance/202109/dh20210924083922148350.htm?s_ref=nv,https://daily.hankooki.com/lpage/finance/202109/dh20210924083922148350.htm?s_ref=nv,"한화투자증권은 24일 BGF리테일에 대해 실적이 안정적으로 성장할 것이라고 전망했다. 투자의견 '매수', 목표주가 22만원을 유지했다. 남성현 한화투자증권 연구원은 실적 성장 근거에 대해 △백신접종률에 따른 외부활동...","Fri, 24 Sep 2021 08:40:00 +0900",BGF리테일,0,0,0,0
"[단독] 사학연금, '1000억' 대우조선해양債 투자…144.6억 손실로 마무리",http://news.heraldcorp.com/view.php?ud=20210923000322,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=016&aid=0001890389,"1000억원 규모 사학연금의 대우조선해양 회사채 투자가 144억6000만원의 손실로 마무리 될 전망이다. 23일 국회 교육위원회 정찬민 의원(용인갑, 국민의힘)이 사학연금으로부터 제출받은 '대우조선해양 사태 관련 손실...","Thu, 23 Sep 2021 11:03:00 +0900",대우조선해양,0,0,0,0
